metagenome,source,domain,phylum,class,order,family,genus,species,abundance,avg eValue,avg % ident,avg align len,# hits
4441681.3,M5RNA,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga gingivalis,1,-21,100,50,1
4441681.3,M5RNA,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Elizabethkingia,Elizabethkingia meningoseptica,1,-30,100,67,1
4441681.3,M5RNA,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium johnsoniae,1,-27,100,61,1
4441681.3,M5RNA,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium psychrophilum,1,-21,100,51,1
4441681.3,M5RNA,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia,Kordia algicida,1,-30,100,66,1
4441681.3,M5RNA,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter sp. MED152,1,-28,100,62,1
4441681.3,M5RNA,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter sp. BAL39,1,-27,100,61,1
4441681.3,M5RNA,Bacteria,Deferribacteres,Deferribacteres (class),Deferribacterales,Deferribacteraceae,Deferribacter,Deferribacter desulfuricans,1,-33,100,70,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus contaminans,2,-32,100,69,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus aminovorans,2,-50,100,99,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis,1,-26,100,59,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,8,-48.88,100,97.12,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus clausii,1,-50,100,100,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus coagulans,3,-38,100,80.33,2
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus massiliensis,1,-41,100,84,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus megaterium,2,-43,100,88,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus pseudofirmus,2,-27.5,100,61,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus pumilus,1,-24,100,56,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus simplex,1,-52,100,103,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. B14905,2,-43.5,100,88.5,2
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. NRRL B-14911,1,-29,100,63,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus sp. SG-1,3,-27,100,60.25,3
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus subtilis,7,-31.61,100,68.55,5
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus sphaericus,8,-33.12,100,71,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria grayi,2,-39.5,100,82,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes,7,-37.75,100,78.75,4
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria seeligeri,3,-42.33,100,86.67,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Brevibacillus,Brevibacillus brevis,1,-61,100,118,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. Y412MC10,1,-42,100,87,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus sp. L4,7,-55.81,100,108.75,2
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planomicrobium,Planomicrobium chinense,2,-57,100,111,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,1,-22,100,53,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Bacillales,unclassified (derived from Bacillales),Exiguobacterium,Exiguobacterium sp. AT1b,3,-21.67,100,52,2
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Abiotrophia,Abiotrophia defectiva,1,-22,100,53,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus,Aerococcus viridans,3,-32,100,69.75,2
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium divergens,1,-22,100,52,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium maltaromaticum,3,-57,100,110.89,2
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Carnobacterium,Carnobacterium sp. AT7,24,-47.38,100,95.22,3
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,Granulicatella adiacens,1,-30,100,65,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus avium,1,-52,100,104,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus columbae,1,-27,100,61,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,2,-31,99,67.5,2
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus sulfureus,1,-39,100,81,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus brevis,1,-28,100,63,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii,1,-45,100,91,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus plantarum,2,-51.5,100,102.5,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus rhamnosus,2,-56,100,110,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus sakei,2,-38,100,80.5,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,Pediococcus acidilactici,1,-37,100,78,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella paramesenteroides,1,-34,100,73,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,Lactococcus lactis,2,-35,100,74,2
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,2,-24.5,99,57,2
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus equinus,1,-29,100,64,1
4441681.3,M5RNA,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus gallolyticus,1,-24,100,56,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus,Alkaliphilus oremlandii,2,-29.5,100,65,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium bolteae,1,-21,100,51,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium hathewayi,1,-29,100,63,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium histolyticum,1,-22,100,52,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium leptum,2,-35,99.08,74.5,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium novyi,1,-31,100,67,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium phytofermentans,1,-21,100,51,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. 7_2_43FAA,1,-27,100,61,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. L2-50,1,-35,100,75,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. M62/1,1,-52,100,103,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. SS2/1,1,-26,100,59,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium tyrobutyricum,1,-23,100,55,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XVIII. Incertae Sedis,Symbiobacterium,Symbiobacterium thermophilum,1,-40,100,83,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium eligens,1,-24,100,56,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium rectale,6,-45.2,100,91.9,3
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium siraeum,4,-30.84,100,67.5,2
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium ventriosum,2,-28.5,100,63,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,Blautia hansenii,1,-27,100,61,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,[Ruminococcus] gnavus,2,-30.5,100,67.5,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Blautia,[Ruminococcus] torques,1,-37,100,78,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Butyrivibrio crossotus,2,-34.5,100,73,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Butyrivibrio fibrisolvens,2,-51.5,100,103,2
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Butyrivibrio,Butyrivibrio hungatei,1,-34,100,73,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Dorea,Dorea formicigenerans,2,-27.5,100,62,2
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,unclassified (derived from Lachnospiraceae),Marvinbryantia formatexigens,1,-45,100,91,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfitobacterium,Desulfitobacterium hafniense,1,-28,100,63,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptococcaceae,Desulfotomaculum,Desulfotomaculum reducens,1,-38,100,79,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Peptostreptococcaceae,unclassified (derived from Peptostreptococcaceae),[Clostridium] difficile,2,-22,100,52.5,2
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ethanoligenens,Ethanoligenens harbinense,1,-23,100,54,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium prausnitzii,2,-25.5,100,58.5,2
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus flavefaciens,1,-41,100,85,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus lactaris,3,-41.67,100,86.33,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. SR1/5,4,-25.5,100,58,2
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,unclassified (derived from Ruminococcaceae),Ruminococcaceae bacterium D16,2,-26.5,100,60,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified (derived from Clostridiales),Epulopiscium,Epulopiscium sp. 'N.t. morphotype B',1,-24,100,55,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified (derived from Clostridiales),Pseudoflavonifractor,Pseudoflavonifractor capillosus,4,-38.25,100,79.5,2
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Clostridiales,unclassified (derived from Clostridiales),unclassified (derived from Clostridiales),Clostridiales bacterium 1_7_47FAA,2,-28.5,100,64,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Halanaerobiales,Halanaerobiaceae,Halothermothrix,Halothermothrix orenii,1,-21,100,51,1
4441681.3,M5RNA,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,Caldicellulosiruptor saccharolyticus,1,-48,100,96,1
4441681.3,M5RNA,Bacteria,Firmicutes,Erysipelotrichi,Erysipelotrichales,Erysipelotrichaceae,Holdemania,Holdemania filiformis,1,-38,100,80,1
4441681.3,M5RNA,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Veillonellaceae,Thermosinus,Thermosinus carboxydivorans,1,-28,100,63,1
4441681.3,M5RNA,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium necrophorum,1,-29,100,65,1
4441681.3,M5RNA,Bacteria,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia goodfellowii,1,-27,100,61,1
4441681.3,M5RNA,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Pirellula,Pirellula staleyi,1,-30,100,66,1
4441681.3,M5RNA,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,Planctomyces limnophilus,1,-22,100,52,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bartonellaceae,Bartonella,Bartonella vinsonii,1,-20,98,50,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,Ochrobactrum,Ochrobactrum lupini,1,-25,100,57,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylocystaceae,Methylosinus,Methylosinus trichosporium,2,-22.5,100,53.5,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia cenocepacia,10,-38.6,100,80.4,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,Ralstonia solanacearum,1,-37,100,78,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Brachymonas,Brachymonas denitrificans,1,-39,100,81,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,Curvibacter putative symbiont of Hydra magnipapillata,1,-42,100,87,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax,Variovorax paradoxus,1,-40,100,83,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Dechloromonas,Dechloromonas aromatica,3,-37.33,100,78.67,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Thauera,Thauera sp. MZ1T,2,-42,100,87,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,Desulfococcus oleovorans,1,-20,100,50,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,Desulfomicrobium baculatum,1,-22,100,52,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,Desulfovibrio vulgaris,2,-44,100,90,2
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas bestiarum,1,-23,100,55,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas salmonicida,1,-61,100,119,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter algicola,3,-37,100,78,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter sp. ELB17,1,-37,100,79,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Saccharophagus,Saccharophagus degradans,3,-22,100,52,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina loihiensis,2,-24,100,56,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella baltica,3,-29.67,100,64.67,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella halifaxensis,1,-24,100,56,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella loihica,7,-27.71,100,61.43,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,Shewanella sp. ANA-3,2,-22,100,52.5,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,unclassified (derived from Alteromonadales),Teredinibacter,Teredinibacter turnerae,2,-27,100,61,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,Thioalkalivibrio sulfidophilus,1,-21,100,51,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Arsenophonus,Arsenophonus endosymbiont of Bemisia tabaci,1,-29,100,64,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Cronobacter,Cronobacter sakazakii,1,-39,100,81,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia albertii,4,-49.75,100,98.75,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia,Escherichia coli,3,-29.33,100,64.33,3
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Pantoea,Pantoea ananatis,1,-20,100,50,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Photorhabdus,Photorhabdus luminescens,2,-35.5,100,75.5,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides,1,-21,100,51,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Shigella,Shigella boydii,1,-55,100,108,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Coxiellaceae,Coxiella,Coxiella burnetii,2,-21,100,51,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,Alcanivorax borkumensis,3,-30.33,99.4,67,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Hahellaceae,Hahella,Hahella chejuensis,4,-31.5,100,69,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,Halomonas campaniensis,1,-28,100,63,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Bermanella,Bermanella marisrubri,1,-22,100,52,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,Actinobacillus pleuropneumoniae,2,-22,100,52.5,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,Aggregatibacter actinomycetemcomitans,1,-21,100,51,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Basfia,Mannheimia succiniciproducens,1,-27,100,61,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,8,-44.36,100,91.07,2
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus parasuis,2,-37.5,100,79.5,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Pasteurella,Pasteurella multocida,1,-29,100,65,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,75,-35.34,99.99,75.21,5
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,12,-41,100,84.83,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter lwoffii,4,-39.75,100,82.12,3
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,4,-29,100,64,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,3,-30.33,100,65.67,1
4441681.3,M5RNA,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter radioresistens,3,-32,100,69.5,2
